total_sqft,floors,buildup_sqft,basement_sqft,price
7600,1,1100,0,189650
40946,1,960,0,420850
9614,2,3488,0,815000
9466,2,1890,0,1065000
8120,2,2030,0,199000
7350,1,990,390,195000
5800,2.5,3360,300,1506000
3230,2,1870,0,288400
12007,1,1220,860,442000
14803,2,2450,0,619420
6180,1,1500,1250,635000
4842,1,1240,0,210000
7604,2,1900,0,512500
6093,2,2540,0,567000
10362,2,1510,590,525000
2250,1,840,950,475000
7258,1,1170,0,250000
9126,1,1060,0,220000
6120,1.5,1930,0,230000
7947,1,1120,420,385500
13927,1,1970,906,895000
7484,2,2150,0,368250
5500,1,1140,0,249900
7790,1,980,0,350000
13056,1,1230,0,175000
10905,1,860,530,270000
6250,2,1670,710,495000
7200,2,3690,0,1580000
1074218,1.5,2010,1000,542500
9126,1,1250,0,330000
6120,2,2170,120,1003000
5240,1,790,0,299800
6014,2,2720,0,299900
8632,1,1700,850,691000
3899,1,1080,0,195000
9620,1,1570,900,405000
7710,1,550,300,360000
8991,1,1570,420,256750
10500,2,1800,0,332500
36450,2,4850,0,975000
7874,1,1020,0,218000
49928,2,1860,560,429000
5776,2,2910,0,589000
9039,1,1060,0,255000
6420,1,1590,750,668750
5453,1,1050,750,344500
6150,1,850,810,452000
62290,1,1300,0,540000
23819,1,1780,0,246000
4841,1,920,110,535000
5420,1,1130,1660,970000
3000,1,1150,0,430000
11446,2,3290,0,520000
247421,2,3400,0,712000
4000,1,1070,130,450000
8005,2,2160,0,220000
4000,1,950,500,525000
3600,2,2060,1180,1220000
1691,2,1000,470,540000
5226,2,2360,0,600000
9053,2,2230,0,600000
48706,2,2630,0,625000
25000,1,1010,0,150000
1471,2,1300,145,389999
6000,1.5,1320,1060,285000
13059,2,2830,0,744000
46173,2,3010,0,700000
9000,1,2000,0,318989
3600,2,2020,0,556000
6326,2,2030,0,275000
11160,2,2550,0,430000
13700,1,970,0,300000
12446,1,1540,0,396450
111949,1,1396,0,225000
7875,2,2780,0,700000
8797,1,2220,0,260000
13402,2,1670,680,655000
40946,2,2760,0,1185000
26027,2,4460,0,1550000
4421,1,1440,0,413800
6000,2,3570,1760,950000
4228,2,2220,0,334990
8401,2,3745,1560,2700000
13095,2,3700,180,1030000
8519,1,2680,1130,1130000
1168,2,1600,360,556000
1131,3,1530,0,360000
34293,2,3250,0,480000
7208,2,1750,0,324000
35021,2,3440,0,1050000
14149,1,880,290,275000
5330,1,870,0,180000
18199,2,2930,0,749000
12824,1,1820,1340,1600000
3330,1,800,0,373500
8001,2,2350,0,770000
16470,1,1060,0,356000
12558,1,1350,710,625000
1750,1,780,780,494400
42200,1,1500,1500,585000
4800,2,1660,0,926300
5100,1,1040,610,600000
8936,2,2450,770,430000
7500,1,2320,0,307000
14982,1,1720,1030,604700
6000,1,910,0,219900
867,2,840,0,270000
1578,2,1090,380,432000
10812,1,2040,0,300000
4046,1.5,1100,0,361000
8532,1,940,0,249950
10500,1,1110,0,320000
8100,1.5,1400,800,305000
59612,1,1510,1350,503000
11250,1,740,0,235750
8520,1,1370,1370,657000
7300,1,1250,0,385000
8060,2,3140,0,389950
10270,1,820,0,150000
7264,2,1720,850,254500
8140,1,1430,920,555000
9200,1,2100,1500,1075000
8000,1,1040,540,245000
5824,1,1070,0,319950
6109,1,1070,0,337000
5000,2,1640,0,492000
12130,2,2830,60,1170000
7876,1,1220,0,348580
4500,1,900,500,180000
6250,1,1040,0,400000
10640,1,980,0,295000
10890,1.5,2240,1100,910000
219542,2,4100,1940,1150000
1612,2,1430,470,431500
7292,1,1020,720,180000
3207,1,1100,900,677000
7200,1,1090,520,1180500
13978,1,1860,1380,635700
9600,1,1320,910,482000
2174,2,1160,0,168000
6000,1,1410,1000,805000
10945,1.5,590,0,398000
17388,2,2600,0,665000
8240,1,1370,800,592500
4000,1.5,2080,0,940000
12394,2,2860,0,655000
8107,2,2980,0,622500
987,2,1060,170,380000
7005,1,1130,1130,648360
14925,1,1100,1100,432000
12590,1.5,3030,0,1050000
1600,2,1060,0,353250
18687,2,4260,0,1000000
844,2,798,200,320000
3723,2,2052,0,349900
6202,2,3150,0,330000
7221,1,1950,0,408000
1292,3,1347,0,321000
5474,2.5,3860,0,1051000
10320,2,5060,0,2150000
885,3,1360,0,359000
6000,2,2760,0,300000
4670,2,2420,0,380000
4332,2,2450,0,660000
959,3,1280,0,355000
3569,2,1550,0,259000
1279,2,550,0,353000
1588,2,1240,280,430000
4005,1.5,1170,500,460000
5050,1,430,0,80000
9614,2,2380,0,782000
9633,1,960,0,218000
6862,1,1120,800,325000
5854,1,2060,1620,980000
9200,1,1570,960,902000
16905,2,3840,0,556000
3600,1.5,1240,0,662990
11867,1.5,1300,0,225000
12067,2,2380,0,439950
44431,1,1300,0,175000
13500,1,780,0,306000
39639,1,1230,580,235000
12676,2,2420,0,399500
2580,1.5,1280,0,478000
6500,1,1140,540,515000
5400,2,2510,0,550000
8645,1,1700,0,149000
3420,1,960,720,526000
59677,1,820,0,527550
42769,2,4380,0,1050000
10092,1,2600,0,625000
7452,2,3400,0,950000
8399,1,1320,800,377691
5700,1,1200,1050,648475
5612,1,1200,600,383000
7620,2,2210,0,535000
4080,2,1560,0,449950
20720,1,2430,0,465425
36601,2,2560,0,675000
2500,1.5,1410,550,599000
9762,1,1110,0,416000
4500,1,830,200,595000
11507,1,1350,0,200000
1827,2,1540,0,402000
9600,1,1010,820,433000
15531,2,1930,0,275000
9641,1.5,1650,0,410000
12905,1,2210,1300,554820
7920,1,1860,1510,1325000
9157,2,2390,0,735000
8114,1,1230,0,607000
213879,2,2830,0,549900
7540,1,1310,310,258000
6250,1.5,1690,600,661254
13367,1,1420,1420,945000
196817,2,4220,0,799950
10500,1,1080,0,132500
8645,1,1190,430,467100
11600,2,3060,1330,1610000
3975,1,940,680,641000
11244,1,1010,0,350000
8476,1,1240,510,335000
217697,1.5,4080,0,900000
10400,1,1280,1280,440000
5500,1.5,1120,0,464600
172497,2,4740,0,1200000
7788,1,1340,0,300000
6750,1,1590,0,670500
5000,1,1080,350,552000
8960,1,1450,0,244000
7200,2,3500,0,788600
8702,1,1630,0,445000
5000,1,944,870,530000
7500,1,580,0,90000
4572,1.5,1670,0,585000
8282,1,1140,0,498000
6380,1,800,0,379000
2580,1,820,480,462000
7155,2,2440,0,388000
8371,1.5,1490,0,255000
9550,1,1320,480,665000
9152,1,1830,0,550000
3920,1,1000,500,606000
6080,1,1410,800,334000
1323,3,1270,0,360000
1730,1.5,1010,130,235000
1173,3,1470,150,580000
1186,3,1220,0,355000
1430,2,750,0,375000
9300,1,1340,620,372000
3000,1.5,1370,0,479000
4443,3,4580,0,2000000
68257,2,5584,0,1680000
4320,1,1010,0,501000
6908,1,1260,0,245000
5782,2,1740,0,496700
10026,2,2670,0,347000
7200,1,720,0,199000
4399,2,2460,0,440500
7000,2,3670,0,820000
3435,1.5,1640,990,325000
8459,1,1570,0,195000
28000,1,1820,1160,675000
4200,2,1560,0,295000
7410,1,1620,0,355300
5000,1,1140,0,276000
19877,1,1570,1160,460000
35169,1,2130,0,880000
4050,2,1780,0,370000
3916,2,2100,0,346000
8800,1,1140,0,172500
9144,1,1140,550,379950
6000,1,860,300,468000
6270,2,1720,0,477000
3328,1.5,1210,0,529000
1374,3,1255,0,312000
7683,1,880,0,326100
9206,1.5,1050,0,360000
12940,1,1650,0,438000
9467,1,1570,0,360000
7200,1,1470,1450,1050000
4000,1.5,1970,1030,688000
7735,1,1850,0,585000
7741,1,1000,440,265000
8775,1,1440,0,375000
12375,2,1810,0,326500
9350,1,1180,0,160000
5850,2,2400,670,1570000
5211,2,3390,0,735000
6120,1,1470,0,400000
7200,1,1380,1300,800000
10687,2,2290,0,949880
8100,1,1310,670,405000
9292,2,2540,330,399000
4750,1,1010,830,730001
13000,2,4060,0,1795000
8018,1,1630,0,260000
5400,1.5,1880,0,751750
13095,1,1780,0,325000
6250,1,1400,930,344950
4030,1,1050,790,457500
10750,1,1190,1140,389000
6473,2,3200,0,515000
1987,2,1410,920,732000
8868,1,1350,600,415000
4815,2,2300,780,1655000
5527,1,1040,0,535000
3565,2,1960,0,540000
3800,1.5,1750,1000,525000
36210,1,1930,0,570000
40902,2,4850,0,569950
6406,2,1982,0,283200
4050,1.5,1750,890,1100000
50662,1,1430,420,830000
9144,1,1430,510,495000
7199,1,1710,1130,292050
10226,1,1130,770,415000
6400,1,960,450,295832
8515,2,2520,0,450000
9525,2.5,3160,0,1381000
29043,2,3720,0,857000
1501,2,1430,390,499950
8640,1,1560,0,465000
5952,1,1150,450,329000
11502,1,1230,0,475000
8100,1,960,0,255000
4000,1.5,1270,0,435000
7700,2,2810,0,685000
5581,1,2160,0,715000
2152,1.5,1560,960,780000
844,2,990,190,345000
4970,2,1810,0,355000
15711,1,1240,440,282000
5250,1,910,0,244000
5797,2,2370,880,967500
7294,1,1520,480,375000
19000,2,3790,0,1600000
78844,1,1760,550,527500
6339,1.5,1810,700,994000
6205,1,1320,0,313000
217800,2,2370,0,587000
7500,1,900,0,304000
7680,2,2540,0,675000
9288,1,1050,1050,305000
6250,1,920,280,280000
15200,2,3720,0,960000
4539,2,1760,0,500000
7415,1,1320,350,274950
8252,2,2420,0,455600
15185,2,3480,0,970000
4473,2,1630,0,312900
5600,2,2340,0,535000
3780,1,920,0,427000
6490,1,910,0,405000
4945,1,1150,0,480000
4774,1.5,1450,1050,725000
235063,1,3250,0,293000
6600,1,1030,900,268000
234352,2,2500,900,475000
2550,3,1590,0,488000
7399,2,3330,0,760000
14685,2,4590,0,1710000
7256,2,2610,0,754950
2700,2,1658,0,263900
1431,2,1240,360,460000
1051,3,1296,0,399950
835,2,1080,200,370000
11533,2,4950,990,1149000
5311,2,2510,0,450800
3475,2,1650,1060,627000
1548,3,1750,0,495000
19901,1.5,1430,0,310000
34848,1,930,730,550000
8865,1,1320,0,215000
209523,2,2580,0,799000
43101,2,2740,0,630000
4400,2,2495,0,267000
24773,1.5,2300,0,900000
12240,1,1300,0,365000
10414,1,1450,780,544500
2750,1,1010,1010,599000
3800,2,2000,0,815000
8187,1,1060,0,254000
4800,1,1080,1000,740000
24829,1,1220,810,225000
7000,2,1840,850,925000
10800,1,2260,980,1285000
12920,2,1550,0,537000
3132,1,740,740,335000
2800,2,2100,940,840000
7300,1,1040,520,224000
3757,2,2250,0,395000
4600,1,1100,0,450000
6356,1.5,1700,0,681000
28014,1,1450,1230,898000
2296,1,800,0,370000
6315,1,1350,0,429000
7680,1.5,820,0,150000
4270,2,2650,510,555000
28000,1,1720,0,326000
6755,2,1680,0,225000
7958,1,1300,0,245100
10370,2,2190,0,665000
4006,2,1720,0,535000
11776,1,1160,0,305000
34830,1,3150,0,999000
8075,1,1210,0,215000
5100,1,1270,710,432500
5669,2,2990,0,655000
9600,1,1430,0,266200
4030,2,2060,0,244615
52983,2,2230,0,460000
18645,2,3090,0,370000
23326,1,2150,2100,465000
23180,1,1100,870,1175000
3171,1,850,850,189000
5503,2,2510,0,820000
17580,1,2070,1540,968000
7000,2,2140,840,1400000
6480,1,1610,0,438750
6982,2,2530,1120,1210000
38141,1,2510,0,600000
6000,1.5,1110,0,589000
6150,2,1650,0,590000
12150,1,1980,0,479900
1157,2,880,0,210000
9800,1,1140,350,745000
5400,1.5,1410,1110,840500
22320,1,1250,570,420000
9066,1,2070,2070,565000
8405,2,3420,0,840000
7277,2,3150,0,681716
7416,1,1150,430,600000
8281,1,1660,0,380000
10125,1,1100,0,168500
3200,1,960,310,355000
6250,1,990,460,277000
9485,1,1200,630,236000
4127,1,650,650,270000
5500,1.5,1720,600,700000
9545,1,1080,600,425000
5500,1.5,2000,300,635000
4000,1,870,530,510250
4560,2,1800,610,960000
7480,1,1480,0,254000
9624,1.5,1390,0,299000
2699,1,830,0,175000
9003,1,740,0,157500
6000,1,970,970,580000
15600,1,1340,0,124740
6480,2,3140,1300,1970000
6240,1,800,0,285000
9645,1,1310,0,242000
4000,2,1300,1030,840000
1243,3,1400,0,474800
4367,2,2360,0,490000
5752,2,1840,0,465000
7178,2,2680,0,515000
7140,1,2390,1500,430000
8640,1,1400,0,253400
9701,1,2400,0,355000
46355,2,2920,0,740000
1302,2,1390,0,186950
11193,2,1680,0,306000
8800,1,1020,1020,510000
4000,1,1080,0,345000
4280,1,1280,1000,875000
5099,2,3390,1100,700000
9160,1,2520,2180,1400000
4473,2,2798,0,499950
5400,2,2810,0,739000
7204,2,3336,417,363000
8095,2,3130,780,782000
1609,2,1050,0,325000
4300,1.5,1600,0,485000
10002,1,1340,1250,452000
9753,1,1120,600,264950
14034,1,2350,2060,472000
11914,1,1090,500,267500
22594,2,2440,0,565000
1016,3,1310,50,535000
7000,1,910,0,389000
7200,1,1140,250,400000
14821,1,1470,0,264000
9904,2,2920,0,690000
52256,1,1950,0,412000
4555,2,2390,0,695000
11600,1,1270,0,246500
7560,1,950,0,230000
423838,1,900,0,302000
6660,1.5,1960,320,820000
5490,1,1010,0,145000
5000,1,1040,220,436500
13586,1.5,4270,460,2453500
21587,2,2620,0,672000
4000,1.5,1520,810,680000
2440,1.5,1450,720,750500
9488,1,1240,1210,550000
7632,1,1180,700,266500
3400,1.5,1550,750,619000
14404,1,1240,0,405000
3844,1,820,0,300000
6375,2,1530,0,231000
12160,1,1890,1010,790000
3867,1,800,440,400000
13392,2,4140,0,950000
7725,1,1120,1120,450000
5000,1,750,730,595000
8876,1,1380,890,332000
6250,1,1030,220,155000
9747,1,1020,910,400000
7800,1,1120,580,349000
6420,1,1590,0,529000
10000,1,960,920,405000
4240,1,920,720,635200
5085,1,1400,1200,540000
1173,2,710,0,402000
15682,3,5330,1650,3100000
5040,1,1100,360,329932
9827,2,2080,0,300000
9216,2,2630,0,525000
21000,2,4430,0,2750000
6850,2,2760,0,602500
12056,1,1670,0,400000
4725,1.5,1190,800,445000
5238,1.5,1890,710,525000
1824,1.5,1320,0,395000
3800,2,1370,870,510000
8680,1,1290,670,723000
108900,2,1980,610,503000
6707,2,2620,0,672500
9136,2,2770,0,860000
10005,1,1110,1000,475300
4539,2,2290,0,295000
6000,2.5,3680,1280,1425000
26051,1,1110,0,250000
6166,2,3310,0,658000
8580,1,900,0,83000
7313,1,1440,500,685000
7617,2,1590,0,210000
6050,2,2930,0,650880
22653,2,2040,0,350000
905,3,1000,0,305000
1229,2,1320,410,645000
4800,1,1220,0,385000
12095,2,3060,0,860000
5000,2,2910,0,395000
5850,1,1050,0,260000
7352,1,1560,0,196440
3000,1,840,840,425000
20734,1,3300,840,2400000
8509,1,1150,400,369000
20000,1,2850,2850,1385000
7278,2,2200,0,349900
2500,2,1210,530,650000
9525,1,1210,0,299950
25639,2,3550,690,625000
11745,1,1090,500,190000
7200,1,1770,1650,715000
11375,1,2210,980,659000
5405,1,960,960,490000
4664,1,1340,0,415000
8400,1,1460,240,750000
3570,1.5,1490,820,700000
44000,1,1240,270,425000
10082,1,2670,0,642000
8470,1,1440,620,655000
6000,1.5,2090,0,1365000
23265,1,2990,100,458000
1546,2,1240,0,330000
3690,2,1860,0,384950
7350,1,2000,0,560000
92347,1,1500,1000,950000
20349,1,1340,480,465000
8058,1,1260,560,425000
5750,1,1060,0,315000
9906,2,1950,0,530000
4800,1,940,0,399000
3568,1.5,1220,0,168000
17935,2,4180,0,1886700
9800,1,1200,0,374000
18897,2,3090,900,740000
7560,1,940,940,280000
7200,2,2280,0,322000
11000,1,1290,1290,459900
4674,1,1560,1040,750000
13700,2,3150,0,1256500
28078,2,3350,2200,3710000
4000,1,1230,990,427000
31491,2,1730,0,800000
4120,1.5,2060,780,735000
8780,2,2560,0,642000
6000,1,630,700,240000
5202,1.5,1890,0,645500
37607,1.5,4290,0,840000
54450,2,1540,0,475000
50233,1,1170,1170,568000
10230,1,1090,1090,325000
11964,2,2780,0,825500
6019,2,2620,0,499431
5000,2,2860,900,919204
4738,2,2720,0,545000
40910,2,2675,0,660000
13189,2,2080,0,538888
12028,2,2460,0,693000
3480,2,1960,0,289950
6256,2,2550,0,587000
1146,3,1760,0,615000
7330,1,1090,530,459000
12000,1,1040,750,243000
7232,2,2580,900,1505000
9900,2,2780,0,660000
8239,2,2540,1100,1595000
4000,1,750,0,250000
6634,1,960,0,315000
8880,1,1330,700,404000
5569,1,1860,1070,559900
1073,2,1140,240,285000
5525,1,960,760,500000
4800,1,1060,150,380000
4250,1.5,950,0,469000
4234,2,1330,380,405000
12282,1.5,1410,0,439900
7631,2,2910,0,525000
7064,2,2220,0,580000
13238,2,3160,0,1250000
4500,1,1380,0,275000
5000,1,960,800,629000
3000,1,730,0,395000
5000,2,1620,840,965000
6272,1,1390,770,820000
4600,1.5,1420,570,661000
39640,2,3740,0,789000
5500,2,2710,0,668500
7836,2,2680,0,350000
7560,1,1540,310,250000
7869,2,3190,0,725995
5832,2,2730,0,1000000
9990,2,1840,0,686000
10000,2,2720,0,665000
8510,2,3610,760,1965221
3475,2,2290,0,653000
4802,1,990,0,430000
2980,2,1140,0,305000
4337,2,1840,0,809000
6800,1,1000,110,440150
9070,2,2150,0,615000
5750,2,2230,0,1035000
6000,1,970,200,455000
7200,1,980,980,635000
9002,2,2610,0,675000
8721,1,1570,560,316000
43560,2,2720,300,955000
5400,2,1670,0,985000
7004,1,1290,600,465500
13475,1,950,0,305000
14400,1,1670,760,645000
6000,1,1260,1100,730000
8301,1,1510,0,366000
4828,2,2080,0,290000
15500,1,1490,260,472500
4064,1.5,1810,0,550000
11875,1,1490,300,410000
11034,1,1720,620,440000
9626,2,1690,0,535000
7476,2,2070,0,300000
6396,2,2240,0,432500
21780,2,3040,1460,870000
39927,1,1580,1190,492000
7245,1,1010,0,199950
6900,1,1120,0,439800
21441,1,1510,1510,320000
186846,2,4400,0,687000
5650,1,1320,670,345000
8820,1,1050,400,274950
8497,2,1920,0,270000
1366,2,740,435,342000
13200,1,1320,0,327000
3839,1,1990,2000,610000
5720,1,850,290,455000
4240,1.5,1460,260,540000
9915,1,1240,910,411000
8203,1.5,1790,0,544000
6327,1,2210,0,802000
7519,1,1310,870,568500
1290,2,1290,120,391000
3600,2,1950,0,298000
936,3,1405,90,400000
6000,1,1110,550,425000
8130,2,1950,0,328500
5040,1.5,2550,0,650000
3850,1,770,600,850000
4000,2,1430,770,930000
6041,1.5,1250,0,530000
8872,1,1110,1110,495000
4200,1,830,790,500000
26337,1,2250,0,325000
99916,2,1720,0,365000
9687,2,2020,1010,471000
9120,1,1030,0,223000
4882,2,2190,0,503000
5600,1,720,720,230000
9600,1,1460,710,550000
3200,1.5,2130,800,1100000
9048,1,1180,0,193000
57514,2,2360,0,590000
8797,1,1660,0,712500
9313,1,1390,1000,689800
5120,1.5,910,450,430000
3500,1.5,1540,300,785200
43647,1,1800,0,474900
12320,2,4130,0,1070000
132858,1,1110,1110,435000
9680,2,2460,1030,941500
5175,2,1830,0,312000
4000,1.5,1550,0,835000
9000,1,2050,0,713250
6600,1,1130,100,440000
5886,2,3150,0,580135
33825,1,3330,470,575000
3068,2,1350,0,613000
8700,1,1530,0,235000
2798,3,2290,0,660000
15641,1,1480,0,280000
10270,1,1970,0,268000
4840,1,720,0,235000
7236,1,1080,0,390000
45902,2,2790,0,654950
7488,1,1200,840,449500
8220,1,1320,0,150000
57063,2,1680,0,440000
4923,1,1070,1070,710000
9600,1,1380,280,420000
5338,1,770,770,312000
10758,1,940,940,320000
15603,1,1250,0,235000
137565,1.5,2120,0,437000
3000,1.5,1810,0,545000
11172,2,2370,0,640000
4036,2,1970,0,432000
4099,2,2110,0,548000
10521,1.5,2080,0,830000
12384,1,1860,1860,875000
5125,1,1370,0,409950
12146,2,2961,0,695000
12112,2,2090,0,562100
7210,2,2600,0,475000
9000,1,1440,430,425000
9873,2,2620,0,600000
54059,2,2430,0,770000
16480,1,1340,0,239000
10621,1,1170,0,295000
10182,1,1400,600,560000
12000,1,1340,730,613000
9150,2,3490,1100,960000
4623,2.5,2550,0,847000
9600,1,1060,0,206000
5000,1,860,360,253000
7203,1,1110,680,430000
4040,1,1120,940,605000
1182,3,1140,0,425000
12648,2,2870,0,720000
33740,1,1750,800,375900
10125,1.5,2790,0,1298000
7962,1,1110,0,210000
5375,1,940,0,234000
18296,1,1580,1300,285000
4800,1,1200,0,400000
4958,1,1030,0,718000
2689,2,1240,0,174500
9566,1,1200,0,222400
4002,2,2780,0,402500
7652,2,1765,0,250000
14242,1,1290,670,600000
11214,1,2680,0,930000
7622,1,1410,0,272500
3712,2,2240,0,363990
7644,2,3120,0,575000
4706,2,1450,0,400000
5002,2,2340,0,427874
4045,2,2481,0,309000
1602,2,1140,390,320000
7500,1,1250,0,390000
12120,1,560,0,299000
7475,1,1100,1100,375000
10584,1,990,470,240500
9380,1,1130,520,320000
17204,1,2160,1040,1270000
41346,2,2560,0,658588
4252,1.5,1550,530,270000
7140,1,1070,0,327500
12626,2,2190,0,340000
15837,1.5,2060,0,200000
8000,1,1320,1320,1025000
8755,1,1000,720,275000
13885,2,2540,1340,1126000
4920,1,960,0,280000
59058,1,2340,0,485000
13367,2,2660,0,1901000
4725,2,1610,480,865000
4910,2,1820,0,532000
8030,2,2310,0,364950
14400,1,920,0,212500
13062,1,790,0,135000
6800,1,910,590,437000
11108,1,1240,0,390000
36183,2,2730,0,760000
11000,1,1170,0,119500
9088,2,2760,650,2400000
9320,2,2700,0,837500
7800,1,1650,0,327500
2378,1,670,0,175000
7757,1,1670,0,289950
10731,1,1530,0,400000
7615,1,1150,350,219950
7200,1,1220,500,161700
11440,2,2920,0,500000
4500,1,910,0,465000
4160,1,1050,0,540000
7800,1,1540,0,525000
7440,1,1210,0,324950
11455,1,1400,1250,565000
3990,1,1130,860,760500
8737,1,1470,1190,1100000
9734,1,2150,1910,603500
23345,1,1170,1130,453500
16411,1,1650,980,583000
8149,1,770,0,275000
10669,2,3790,0,875000
7210,1,1600,940,335000
8500,1,1600,900,646000
7303,2,2150,0,392500
9600,1,1670,0,785000
12669,1,1800,0,470000
12708,2,2070,0,560000
2820,1,830,0,519000
9619,1,1650,720,746000
5400,1,1010,0,317000
4500,1,1420,0,371000
8701,1.5,2120,0,250000
7029,1,1430,590,532000
2208,2,1040,480,499950
6250,1,820,0,375000
1553,2.5,1690,0,640000
11305,1,1130,1130,400000
7897,1,1290,540,572000
11150,1,1110,240,310000
4000,2,2440,840,989000
45514,2,2770,0,685000
8642,2,2770,0,907500
5091,2,2460,0,427500
32467,2,3190,1530,860000
8100,1,1250,0,365000
7225,2,1710,0,250500
5101,1,1040,800,411715
5962,2,2000,0,415000
15364,1,650,0,129000
9072,1,920,100,489000
18540,1,1500,0,170000
4399,2,2060,0,418500
29308,1,950,860,261000
28176,1,3810,0,2005000
4000,1,950,700,355000
704,3,1540,0,742000
5244,1,1190,890,399950
5500,2,1810,620,791000
10284,1,1750,0,190000
33224,1,1770,0,229500
2300,2,1570,140,539000
88426,2,2740,0,549000
17240,1,1660,1070,545000
5136,2,2437,0,285000
6203,2,3290,0,648000
5260,2,2910,0,610000
7599,1,1630,0,767450
5104,2,3400,1010,765000
1487,3,1600,180,586500
1487,2,1540,0,520000
1189,3,1420,0,455000
9750,1,1610,1070,653000
9750,1,1350,400,279950
4912,2,2170,0,449950
9966,1,1360,1030,565000
5350,1.5,1460,940,620000
4250,1,1020,670,269000
6000,2,2500,750,875000
40202,1,2500,2110,630000
15349,2,2440,0,425000
3870,1,1290,0,647500
4676,1.5,1250,750,450000
7500,1,1050,0,440000
3784,2,2340,0,445000
7665,2,2210,0,530000
5568,2,2320,600,875000
219978,2,3000,150,685000
6402,2,3590,0,798000
5000,2,1910,0,297500
35235,2,3110,0,749950
4750,1,1450,990,495000
8400,1.5,1330,0,540000
22651,1,1460,0,395000
3880,3,2782,1120,1300000
17811,2,4070,1110,1075000
2064,2,1150,0,214100
10403,1,1370,550,210000
53143,1.5,2520,0,499500
3400,1,970,0,546000
7666,1,1490,1000,292000
8424,1,1680,0,289000
4825,1,1150,0,240000
7931,1,1160,820,395000
13084,1,1700,370,795000
193593,2,4100,1560,955000
10962,1,1530,890,725000
4781,2,2610,0,335000
10840,2,2070,740,492000
10384,1,1030,480,250000
4800,1,1080,830,700000
51649,1.5,1700,0,545000
10720,1,1420,600,555000
4206,1,1170,1170,640000
868,3,1463,0,390000
3840,1,950,480,466500
12324,1,800,380,372500
15580,2,3390,1010,1800000
6176,2,1610,0,255000
14250,2,1480,0,466800
10338,2,2670,0,749000
29110,2,1230,600,610000
4095,1,920,0,356000
19200,1,1150,0,165000
7408,1,830,360,229000
35654,2,2760,1400,530000
12753,2,2370,0,499950
3800,1.5,1660,0,619000
8381,1,1480,0,547000
6426,2,2390,0,359800
1432,2,1360,330,499000
7560,1,1010,0,189000
8547,2,2500,1000,799000
7642,1,1800,530,257000
9450,1,1090,800,270000
6032,1,1300,700,453500
10650,1,1130,0,237000
9886,1,1670,0,456000
5540,2,2600,0,355500
31299,1,1560,0,299950
5360,1,1170,0,335000
4237,2,2100,0,268500
11500,1,1210,500,385000
5773,2,2420,0,376000
4000,2,1370,0,605004
3900,1.5,1480,1180,886000
3713,2,2260,0,560000
4500,2,2070,0,343000
43950,2,4670,0,1415000
13500,1,1500,0,270000
3960,2,2658,0,411605
5150,2,2700,0,550000
1245,2,1050,480,465000
1485,2,1280,200,584000
1080,2,1140,250,275000
3990,2,1660,0,324500
4185,2,2050,0,700000
7740,1.5,1550,0,385200
8600,1,1900,0,270000
6180,2,2050,770,735000
4080,1,930,560,389250
12500,1,1150,600,315000
6034,2,2040,0,545000
5000,1.5,1640,260,550000
12596,1,1340,570,415000
14333,1,1560,0,387500
6250,1,1070,400,432000
9994,1,1350,1350,402000
11240,2,2430,1020,1035000
9600,1,1300,670,294700
12187,2,2670,0,744000
13458,2,2550,0,715000
4011,1.5,1720,0,500000
6002,2,3180,1090,1300000
16600,1,1130,1040,1150000
9354,2,2840,0,650000
50994,2,2720,550,435000
7040,1,1480,0,510000
8000,1,1240,1200,525000
5750,1.5,1710,1170,920000
9610,1,1380,350,200000
4080,1.5,1260,0,435000
9900,1.5,2230,0,809950
16940,1.5,1930,530,1370000
94525,1,1250,800,455000
2805,2,1720,310,471000
4800,1,810,0,253500
8100,1,920,920,185000
40250,2,1730,0,535500
6815,1,2280,0,835000
6326,2,2630,0,589500
23900,1,1820,450,680000
7020,1.5,1020,0,360000
2175,2,1680,310,595000
15508,2,2680,0,300000
3300,1.5,1140,840,660000
6975,2,2400,0,570000
5000,1,780,0,285000
5000,1,980,0,435000
103237,1,1210,0,160000
19831,1,2300,2300,805000
1961,2,1480,0,450000
14250,1,1320,0,510000
18500,1,2250,2150,1120000
3600,2,2370,640,1280000
9568,1,1780,480,539000
14653,2,1880,0,407193
9900,1,1370,0,320000
3800,2,1800,920,739000
5400,1,990,750,452000
5593,2,2560,0,600000
5557,2,2690,0,279000
5562,2,3240,0,895000
4747,2,2430,0,585000
1073,2,1140,265,405000
7679,2,3030,0,837219
8436,2,4150,0,969990
2940,3,1730,0,490000
53173,1,2040,1780,611000
6432,2,3070,0,462000
4169,2,1780,0,540000
4381,2,1811,0,260000
62290,2,2450,0,510000
7398,2,2300,0,567500
3225,1,960,480,445000
9360,2,2370,0,684680
7850,2,3150,1270,2700000
3550,1.5,1300,0,455000
4369,2,2090,780,540000
7200,2,2470,930,530000
5060,1,910,500,410000
13500,1,1110,530,450000
7399,2,3190,0,609900
13435,2,2380,0,648000
4165,2,2260,0,550000
8050,1,1240,0,347000
26784,1,2110,2110,1635000
19387,2,3260,990,1339000
7963,1,1200,660,288350
10474,1,1730,1120,1150000
36445,2,2470,0,525000
8000,2,2210,0,250250
7665,1,1500,420,341000
7778,2,3150,0,700000
7875,1.5,2700,0,390000
7149,1,1240,950,539950
951,3,1380,0,552000
